Time, pos_a, pos_ref, vel_a, vel_ref, accel_a, accel_ref
1647,1.316406,-2.109488,-1.629997,-2.055537,-0.446289,-0.510648
1648,1.316406,-2.114561,-1.629997,-2.058580,-0.435547,-0.514300
1649,1.316406,-2.119622,-1.629997,-2.061617,-0.350586,-0.517944
1650,1.316406,-2.124671,-1.629997,-2.064646,-0.417969,-0.521579
1651,1.316406,-2.129707,-1.629997,-2.067668,-0.453125,-0.525205
1652,1.316406,-2.134732,-1.629997,-2.070683,-0.307617,-0.528823
1653,1.316406,-2.139745,-1.629997,-2.073691,-0.355469,-0.532432
1654,1.316406,-2.144745,-1.629997,-2.076691,-0.409180,-0.536033
1655,1.316406,-2.149733,-1.629997,-2.079684,-0.446289,-0.539624
1656,1.316406,-2.154709,-1.629997,-2.082669,-0.358398,-0.543206
1657,1.316406,-2.159673,-1.629997,-2.085648,-0.420898,-0.546781
1658,1.316406,-2.164625,-1.629997,-2.088619,-0.342773,-0.550346
1659,1.316406,-2.169564,-1.629997,-2.091583,-0.405273,-0.553902
1660,1.316406,-2.174491,-1.629997,-2.094539,-0.386719,-0.557450
1661,1.316406,-2.179406,-1.629997,-2.097488,-0.328125,-0.560989
1662,1.316406,-2.184309,-1.629997,-2.100429,-0.397461,-0.564518
1663,1.148438,-2.189199,-1.679998,-2.002582,-0.453125,-0.387100
1664,1.148438,-2.194076,-1.679998,-2.005508,-0.354492,-0.390612
1665,1.148438,-2.198941,-1.679998,-2.008427,-0.352539,-0.394115
1666,1.148438,-2.203794,-1.679998,-2.011339,-0.324219,-0.397609
1667,1.148438,-2.208634,-1.679998,-2.014243,-0.390625,-0.401094
1668,1.148438,-2.213462,-1.679998,-2.017140,-0.238281,-0.404570
1669,1.148438,-2.218277,-1.679998,-2.020029,-0.288086,-0.408037
1670,1.148438,-2.223080,-1.679998,-2.022910,-0.208008,-0.411494
1671,1.148438,-2.227870,-1.679998,-2.025784,-0.320312,-0.414943
1672,1.148438,-2.232647,-1.679998,-2.028651,-0.295898,-0.418383
1673,1.148438,-2.237411,-1.679998,-2.031509,-0.333984,-0.421813
1674,1.148438,-2.242163,-1.679998,-2.034360,-0.281250,-0.425234
1675,1.148438,-2.246903,-1.679998,-2.037204,-0.342773,-0.428647
1676,1.148438,-2.251629,-1.679998,-2.040040,-0.411133,-0.432050
1677,1.148438,-2.256343,-1.679998,-2.042869,-0.298828,-0.435444
1678,1.148438,-2.261044,-1.679998,-2.045689,-0.284180,-0.438829
1679,1.148438,-2.265732,-1.679998,-2.048502,-0.345703,-0.442204
1680,1.148438,-2.270407,-1.679998,-2.051307,-0.394531,-0.445570
1681,1.148438,-2.275070,-1.679998,-2.054104,-0.350586,-0.448927
1682,1.148438,-2.279719,-1.679998,-2.056894,-0.322266,-0.452275
1683,1.148438,-2.284356,-1.679998,-2.059676,-0.323242,-0.455614
1684,1.148438,-2.288980,-1.679998,-2.062450,-0.347656,-0.458942
1685,1.148438,-2.293590,-1.679998,-2.065217,-0.317383,-0.462262
1686,1.148438,-2.298188,-1.679998,-2.067975,-0.249023,-0.465572
1687,1.148438,-2.302773,-1.679998,-2.070727,-0.274414,-0.468874
1688,0.976562,-2.307345,-1.729998,-1.970344,-0.337891,-0.288416
1689,0.976562,-2.311903,-1.729998,-1.973079,-0.276367,-0.291698
1690,0.976562,-2.316448,-1.729998,-1.975806,-0.328125,-0.294971
1691,0.976562,-2.320980,-1.729998,-1.978526,-0.395508,-0.298234
1692,0.976562,-2.325500,-1.729998,-1.981238,-0.282227,-0.301488
1693,0.976562,-2.330006,-1.729998,-1.983941,-0.388672,-0.304732
1694,0.976562,-2.334498,-1.729998,-1.986637,-0.239258,-0.307967
1695,0.976562,-2.338978,-1.729998,-1.989324,-0.218750,-0.311192
1696,0.976562,-2.343445,-1.729998,-1.992005,-0.327148,-0.314408
1697,0.976562,-2.347898,-1.729998,-1.994676,-0.243164,-0.317614
1698,0.976562,-2.352337,-1.729998,-1.997340,-0.250000,-0.320811
1699,0.976562,-2.356763,-1.729998,-1.999995,-0.216797,-0.323997
1700,0.976562,-2.361176,-1.729998,-2.002643,-0.212891,-0.327175
1701,0.976562,-2.365576,-1.729998,-2.005283,-0.286133,-0.330343
1702,0.976562,-2.369962,-1.729998,-2.007915,-0.228516,-0.333501
1703,0.976562,-2.374335,-1.729998,-2.010539,-0.200195,-0.336649
1704,0.976562,-2.378694,-1.729998,-2.013154,-0.114258,-0.339787
1705,0.976562,-2.383039,-1.729998,-2.015761,-0.138672,-0.342916
1706,0.976562,-2.387372,-1.729998,-2.018361,-0.274414,-0.346036
1707,0.976562,-2.391691,-1.729998,-2.020952,-0.254883,-0.349145
1708,0.976562,-2.395996,-1.729998,-2.023535,-0.187500,-0.352245
1709,0.976562,-2.400287,-1.729998,-2.026110,-0.182617,-0.355335
1710,0.976562,-2.404566,-1.729998,-2.028677,-0.221680,-0.358415
1711,0.976562,-2.408830,-1.729998,-2.031236,-0.181641,-0.361486
1712,0.976562,-2.413081,-1.729998,-2.033786,-0.195312,-0.364546
1713,0.976562,-2.417317,-1.729998,-2.036328,-0.205078,-0.367597
1714,0.808594,-2.421540,-1.769997,-1.938081,-0.208008,-0.201701
1715,0.808594,-2.425751,-1.769997,-1.940607,-0.180664,-0.204732
1716,0.808594,-2.429946,-1.769997,-1.943124,-0.192383,-0.207753
1717,0.808594,-2.434128,-1.769997,-1.945633,-0.205078,-0.210764
1718,0.808594,-2.438296,-1.769997,-1.948134,-0.206055,-0.213765
1719,0.808594,-2.442451,-1.769997,-1.950627,-0.166992,-0.216757
1720,0.808594,-2.446592,-1.769997,-1.953111,-0.167969,-0.219738
1721,0.808594,-2.450718,-1.769997,-1.955587,-0.156250,-0.222709
1722,0.808594,-2.454831,-1.769997,-1.958055,-0.300781,-0.225670
1723,0.808594,-2.458930,-1.769997,-1.960514,-0.096680,-0.228621
1724,0.808594,-2.463016,-1.769997,-1.962966,-0.166992,-0.231563
1725,0.808594,-2.467086,-1.769997,-1.965408,-0.206055,-0.234494
1726,0.808594,-2.471143,-1.769997,-1.967842,-0.216797,-0.237415
1727,0.808594,-2.475186,-1.769997,-1.970268,-0.144531,-0.240326
1728,0.808594,-2.479216,-1.769997,-1.972686,-0.163086,-0.243227
1729,0.808594,-2.483230,-1.769997,-1.975095,-0.150391,-0.246118
1730,0.808594,-2.487231,-1.769997,-1.977495,-0.260742,-0.248998
1731,0.808594,-2.491218,-1.769997,-1.979887,-0.164062,-0.251868
1732,0.808594,-2.495190,-1.769997,-1.982270,-0.173828,-0.254728
1733,0.808594,-2.499149,-1.769997,-1.984646,-0.139648,-0.257579
1734,0.808594,-2.503093,-1.769997,-1.987012,-0.182617,-0.260419
1735,0.808594,-2.507023,-1.769997,-1.989370,-0.214844,-0.263248
1736,0.808594,-2.510939,-1.769997,-1.991720,-0.162109,-0.266068
1737,0.808594,-2.514841,-1.769997,-1.994061,-0.165039,-0.268877
1738,0.808594,-2.518729,-1.769997,-1.996394,-0.160156,-0.271676
1739,0.628906,-2.522602,-1.799997,-1.890905,-0.143555,-0.109089
1740,0.628906,-2.526460,-1.799997,-1.893220,-0.100586,-0.111867
1741,0.628906,-2.530305,-1.799997,-1.895527,-0.115234,-0.114635
1742,0.628906,-2.534136,-1.799997,-1.897825,-0.238281,-0.117393
1743,0.628906,-2.537951,-1.799997,-1.900115,-0.134766,-0.120141
1744,0.628906,-2.541752,-1.799997,-1.902395,-0.166016,-0.122878
1745,0.628906,-2.545539,-1.799997,-1.904667,-0.074219,-0.125604
1746,0.628906,-2.549312,-1.799997,-1.906931,-0.118164,-0.128320
1747,0.628906,-2.553071,-1.799997,-1.909186,-0.142578,-0.131027
1748,0.628906,-2.556814,-1.799997,-1.911432,-0.154297,-0.133722
1749,0.628906,-2.560543,-1.799997,-1.913670,-0.074219,-0.136407
1750,0.628906,-2.564258,-1.799997,-1.915898,-0.123047,-0.139081
1751,0.628906,-2.567958,-1.799997,-1.918119,-0.080078,-0.141746
1752,0.628906,-2.571644,-1.799997,-1.920330,-0.062500,-0.144399
1753,0.628906,-2.575315,-1.799997,-1.922533,-0.156250,-0.147042
1754,0.628906,-2.578971,-1.799997,-1.924726,-0.083008,-0.149675
1755,0.628906,-2.582612,-1.799997,-1.926911,-0.102539,-0.152297
1756,0.628906,-2.586240,-1.799997,-1.929088,-0.156250,-0.154909
1757,0.628906,-2.589852,-1.799997,-1.931255,-0.153320,-0.157509
1758,0.628906,-2.593450,-1.799997,-1.933414,-0.141602,-0.160100
1759,0.628906,-2.597033,-1.799997,-1.935564,-0.130859,-0.162680
1760,0.628906,-2.600602,-1.799997,-1.937705,-0.113281,-0.165249
1761,0.628906,-2.604155,-1.799997,-1.939837,-0.105469,-0.167808
1762,0.628906,-2.607694,-1.799997,-1.941960,-0.030273,-0.170356
1763,0.628906,-2.611218,-1.799997,-1.944075,-0.040039,-0.172893
1764,0.628906,-2.614727,-1.799997,-1.946180,-0.086914,-0.175419
1765,0.449219,-2.618222,-1.829998,-1.840464,-0.148438,-0.012560
1766,0.449219,-2.621701,-1.829998,-1.842552,-0.076172,-0.015065
1767,0.449219,-2.625166,-1.829998,-1.844631,-0.109375,-0.017560
1768,0.449219,-2.628616,-1.829998,-1.846701,-0.041992,-0.020043
1769,0.449219,-2.632051,-1.829998,-1.848762,-0.052734,-0.022516
1770,0.449219,-2.635471,-1.829998,-1.850814,-0.051758,-0.024979
1771,0.449219,-2.638876,-1.829998,-1.852857,-0.130859,-0.027431
1772,0.449219,-2.642266,-1.829998,-1.854891,-0.064453,-0.029872
1773,0.449219,-2.645641,-1.829998,-1.856916,-0.070312,-0.032302
1774,0.449219,-2.649002,-1.829998,-1.858932,-0.075195,-0.034721
1775,0.449219,-2.652347,-1.829998,-1.860939,-0.007812,-0.037129
1776,0.449219,-2.655677,-1.829998,-1.862937,-0.044922,-0.039527
1777,0.449219,-2.658992,-1.829998,-1.864926,-0.022461,-0.041914
1778,0.449219,-2.662292,-1.829998,-1.866906,-0.103516,-0.044290
1779,0.449219,-2.665577,-1.829998,-1.868878,-0.052734,-0.046655
1780,0.449219,-2.668847,-1.829998,-1.870839,0.009766,-0.049009
1781,0.449219,-2.672101,-1.829998,-1.872792,-0.045898,-0.051353
1782,0.449219,-2.675340,-1.829998,-1.874736,0.041992,-0.053685
1783,0.449219,-2.678565,-1.829998,-1.876670,-0.024414,-0.056007
1784,0.449219,-2.681774,-1.829998,-1.878596,-0.043945,-0.058318
1785,0.449219,-2.684968,-1.829998,-1.880512,0.023438,-0.060617
1786,0.449219,-2.688147,-1.829998,-1.882419,-0.057617,-0.062905
1787,0.449219,-2.691310,-1.829998,-1.884317,0.034180,-0.065183
1788,0.449219,-2.694459,-1.829998,-1.886207,0.065430,-0.067450
1789,0.449219,-2.697592,-1.829998,-1.888086,-0.028320,-0.069706
1790,0.449219,-2.700709,-1.829998,-1.889957,-0.029297,-0.071951
1791,0.269531,-2.703811,-1.849997,-1.784006,0.027344,0.079189
1792,0.269531,-2.706899,-1.849997,-1.785858,-0.035156,0.076966
1793,0.269531,-2.709970,-1.849997,-1.787701,0.044922,0.074755
1794,0.269531,-2.713027,-1.849997,-1.789535,0.082031,0.072554
1795,0.269531,-2.716067,-1.849997,-1.791359,-0.002930,0.070365
1796,0.269531,-2.719093,-1.849997,-1.793175,0.029297,0.068186
1797,0.269531,-2.722103,-1.849997,-1.794981,-0.012695,0.066019
1798,0.269531,-2.725098,-1.849997,-1.796778,-0.026367,0.063863
1799,0.269531,-2.728077,-1.849997,-1.798565,-0.011719,0.061718
1800,0.269531,-2.731040,-1.849997,-1.800343,0.073242,0.059584
1801,0.269531,-2.733989,-1.849997,-1.802112,0.024414,0.057461
1802,0.269531,-2.736922,-1.849997,-1.803872,0.025391,0.055349
1803,0.269531,-2.739839,-1.849997,-1.805622,0.086914,0.053249
1804,0.269531,-2.742741,-1.849997,-1.807363,0.072266,0.051160
1805,0.269531,-2.745627,-1.849997,-1.809095,0.057617,0.049082
1806,0.269531,-2.748498,-1.849997,-1.810818,0.016602,0.047015
1807,0.269531,-2.751353,-1.849997,-1.812531,0.057617,0.044959
1808,0.269531,-2.754192,-1.849997,-1.814234,-0.011719,0.042915
1809,0.269531,-2.757016,-1.849997,-1.815928,0.049805,0.040882
1810,0.269531,-2.759824,-1.849997,-1.817613,0.022461,0.038860
1811,0.269531,-2.762617,-1.849997,-1.819289,0.021484,0.036849
1812,0.269531,-2.765394,-1.849997,-1.820955,-0.039062,0.034850
1813,0.269531,-2.768155,-1.849997,-1.822612,0.078125,0.032862
1814,0.269531,-2.770900,-1.849997,-1.824259,0.042969,0.030885
1815,0.269531,-2.773631,-1.849997,-1.825897,0.122070,0.028919
1816,0.078125,-2.776345,-1.859997,-1.712682,0.101562,0.176778
1817,0.078125,-2.779043,-1.859997,-1.714301,0.049805,0.174835
1818,0.078125,-2.781725,-1.859997,-1.715910,0.053711,0.172904
1819,0.078125,-2.784392,-1.859997,-1.717510,0.152344,0.170984
1820,0.078125,-2.787044,-1.859997,-1.719101,-0.003906,0.169075
1821,0.078125,-2.789679,-1.859997,-1.720682,0.024414,0.167177
1822,0.078125,-2.792298,-1.859997,-1.722254,0.141602,0.165291
1823,0.078125,-2.794902,-1.859997,-1.723816,0.019531,0.163417
1824,0.078125,-2.797490,-1.859997,-1.725369,0.070312,0.161553
1825,0.078125,-2.800062,-1.859997,-1.726912,0.097656,0.159702
1826,0.078125,-2.802618,-1.859997,-1.728446,0.047852,0.157861
1827,0.078125,-2.805158,-1.859997,-1.729970,-0.014648,0.156033
1828,0.078125,-2.807682,-1.859997,-1.731484,0.075195,0.154215
1829,0.078125,-2.810190,-1.859997,-1.732989,0.027344,0.152409
1830,0.078125,-2.812683,-1.859997,-1.734485,0.130859,0.150615
1831,0.078125,-2.815159,-1.859997,-1.735970,0.088867,0.148832
1832,0.078125,-2.817620,-1.859997,-1.737447,0.062500,0.147060
1833,0.078125,-2.820065,-1.859997,-1.738914,0.045898,0.145300
1834,0.078125,-2.822493,-1.859997,-1.740371,0.126953,0.143551
1835,0.078125,-2.824905,-1.859997,-1.741818,0.143555,0.141814
1836,0.078125,-2.827302,-1.859997,-1.743256,0.097656,0.140089
1837,0.078125,-2.829682,-1.859997,-1.744684,0.120117,0.138375
1838,0.078125,-2.832047,-1.859997,-1.746103,0.233398,0.136672
1839,0.078125,-2.834395,-1.859997,-1.747512,0.203125,0.134981
1840,0.078125,-2.836728,-1.859997,-1.748912,0.151367,0.133302
1841,0.078125,-2.839044,-1.859997,-1.750301,0.166016,0.131635
1842,-0.109375,-2.841344,-1.869997,-1.639181,0.218750,0.276979
1843,-0.109375,-2.843628,-1.869997,-1.640552,0.038086,0.275334
1844,-0.109375,-2.845896,-1.869997,-1.641913,0.125000,0.273701
1845,-0.109375,-2.848148,-1.869997,-1.643264,0.195312,0.272080
1846,-0.109375,-2.850383,-1.869997,-1.644605,0.149414,0.270470
1847,-0.109375,-2.852603,-1.869997,-1.645937,0.134766,0.268872
1848,-0.109375,-2.854806,-1.869997,-1.647259,0.217773,0.267286
1849,-0.109375,-2.856993,-1.869997,-1.648571,0.127930,0.265711
1850,-0.109375,-2.859164,-1.869997,-1.649874,0.216797,0.264148
1851,-0.109375,-2.861319,-1.869997,-1.651166,0.189453,0.262597
1852,-0.109375,-2.863458,-1.869997,-1.652450,0.138672,0.261057
1853,-0.109375,-2.865580,-1.869997,-1.653723,0.182617,0.259529
1854,-0.109375,-2.867686,-1.869997,-1.654987,0.276367,0.258013
1855,-0.109375,-2.869776,-1.869997,-1.656240,0.176758,0.256508
1856,-0.109375,-2.871850,-1.869997,-1.657485,0.102539,0.255015
1857,-0.109375,-2.873907,-1.869997,-1.658719,0.195312,0.253534
1858,-0.109375,-2.875947,-1.869997,-1.659943,0.228516,0.252064
1859,-0.109375,-2.877972,-1.869997,-1.661158,0.138672,0.250607
1860,-0.109375,-2.879980,-1.869997,-1.662363,0.194336,0.249161
1861,-0.109375,-2.881972,-1.869997,-1.663558,0.201172,0.247726
1862,-0.109375,-2.883948,-1.869997,-1.664744,0.175781,0.246304
1863,-0.109375,-2.885907,-1.869997,-1.665919,0.187500,0.244893
1864,-0.109375,-2.887850,-1.869997,-1.667085,0.146484,0.243494
1865,-0.109375,-2.889777,-1.869997,-1.668241,0.181641,0.242107
1866,-0.109375,-2.891687,-1.869997,-1.669387,0.154297,0.240732
1867,-0.289062,-2.893581,-1.869997,-1.562711,0.210938,0.368743
1868,-0.289062,-2.895458,-1.869997,-1.563837,0.127930,0.367392
1869,-0.289062,-2.897319,-1.869997,-1.564954,0.232422,0.366052
1870,-0.289062,-2.899164,-1.869997,-1.566061,0.227539,0.364723
1871,-0.289062,-2.900992,-1.869997,-1.567158,0.235352,0.363407
1872,-0.289062,-2.902803,-1.869997,-1.568245,0.223633,0.362103
1873,-0.289062,-2.904599,-1.869997,-1.569322,0.268555,0.360810
1874,-0.289062,-2.906377,-1.869997,-1.570389,0.290039,0.359530
1875,-0.289062,-2.908140,-1.869997,-1.571447,0.269531,0.358261
1876,-0.289062,-2.909886,-1.869997,-1.572494,0.205078,0.357004
1877,-0.289062,-2.911615,-1.869997,-1.573532,0.205078,0.355759
1878,-0.289062,-2.913328,-1.869997,-1.574559,0.261719,0.354525
1879,-0.289062,-2.915024,-1.869997,-1.575577,0.182617,0.353304
1880,-0.289062,-2.916704,-1.869997,-1.576585,0.269531,0.352095
1881,-0.289062,-2.918367,-1.869997,-1.577583,0.270508,0.350897
1882,-0.289062,-2.920013,-1.869997,-1.578571,0.336914,0.349712
1883,-0.289062,-2.921643,-1.869997,-1.579549,0.230469,0.348538
1884,-0.289062,-2.923257,-1.869997,-1.580517,0.272461,0.347376
1885,-0.289062,-2.924854,-1.869997,-1.581475,0.258789,0.346226
1886,-0.289062,-2.926435,-1.869997,-1.582423,0.281250,0.345088
1887,-0.289062,-2.927999,-1.869997,-1.583362,0.295898,0.343962
1888,-0.289062,-2.929546,-1.869997,-1.584290,0.261719,0.342848
1889,-0.289062,-2.931076,-1.869997,-1.585208,0.296875,0.341746
1890,-0.289062,-2.932590,-1.869997,-1.586117,0.336914,0.340656
1891,-0.289062,-2.934088,-1.869997,-1.587015,0.241211,0.339578
1892,-0.289062,-2.935568,-1.869997,-1.587904,0.346680,0.338512
1893,-0.488281,-2.937033,-1.859997,-1.469251,0.360352,0.468895
1894,-0.488281,-2.938480,-1.859997,-1.470119,0.379883,0.467853
1895,-0.488281,-2.939911,-1.859997,-1.470978,0.249023,0.466823
1896,-0.488281,-2.941325,-1.859997,-1.471826,0.214844,0.465805
1897,-0.488281,-2.942723,-1.859997,-1.472665,0.301758,0.464798
1898,-0.488281,-2.944103,-1.859997,-1.473493,0.269531,0.463804
1899,-0.488281,-2.945467,-1.859997,-1.474312,0.373047,0.462822
1900,-0.488281,-2.946815,-1.859997,-1.475120,0.277344,0.461852
1901,-0.488281,-2.948145,-1.859997,-1.475918,0.391602,0.460894
1902,-0.488281,-2.949459,-1.859997,-1.476707,0.315430,0.459948
1903,-0.488281,-2.950757,-1.859997,-1.477485,0.277344,0.459014
1904,-0.488281,-2.952037,-1.859997,-1.478253,0.280273,0.458092
1905,-0.488281,-2.953300,-1.859997,-1.479012,0.273438,0.457182
1906,-0.488281,-2.954548,-1.859997,-1.479760,0.269531,0.456284
1907,-0.488281,-2.955778,-1.859997,-1.480498,0.217773,0.455398
1908,-0.488281,-2.956992,-1.859997,-1.481226,0.225586,0.454525
1909,-0.488281,-2.958188,-1.859997,-1.481944,0.302734,0.453663
1910,-0.488281,-2.959368,-1.859997,-1.482652,0.235352,0.452814
1911,-0.488281,-2.960532,-1.859997,-1.483350,0.230469,0.451976
1912,-0.488281,-2.961678,-1.859997,-1.484038,0.359375,0.451150
1913,-0.488281,-2.962808,-1.859997,-1.484716,0.325195,0.450337
1914,-0.488281,-2.963921,-1.859997,-1.485384,0.382812,0.449536
1915,-0.488281,-2.965016,-1.859997,-1.486041,0.307617,0.448747
1916,-0.488281,-2.966096,-1.859997,-1.486689,0.327148,0.447970
1917,-0.488281,-2.967158,-1.859997,-1.487326,0.480469,0.447205
1918,-0.488281,-2.968204,-1.859997,-1.487954,0.321289,0.446452
1919,-0.667969,-2.969233,-1.839998,-1.380758,0.446289,0.551088
1920,-0.667969,-2.970245,-1.839998,-1.381366,0.391602,0.550359
1921,-0.667969,-2.971240,-1.839998,-1.381963,0.319336,0.549643
1922,-0.667969,-2.972218,-1.839998,-1.382550,0.440430,0.548939
1923,-0.667969,-2.973179,-1.839998,-1.383126,0.435547,0.548246
1924,-0.667969,-2.974124,-1.839998,-1.383693,0.438477,0.547566
1925,-0.667969,-2.975052,-1.839998,-1.384250,0.416016,0.546898
1926,-0.667969,-2.975962,-1.839998,-1.384796,0.433594,0.546242
1927,-0.667969,-2.976856,-1.839998,-1.385333,0.366211,0.545599
1928,-0.667969,-2.977733,-1.839998,-1.385859,0.290039,0.544967
1929,-0.667969,-2.978594,-1.839998,-1.386375,0.414062,0.544348
1930,-0.667969,-2.979437,-1.839998,-1.386881,0.358398,0.543741
1931,-0.667969,-2.980263,-1.839998,-1.387377,0.423828,0.543146
1932,-0.667969,-2.981073,-1.839998,-1.387863,0.380859,0.542563
1933,-0.667969,-2.981866,-1.839998,-1.388338,0.392578,0.541992
1934,-0.667969,-2.982641,-1.839998,-1.388804,0.346680,0.541433
1935,-0.667969,-2.983400,-1.839998,-1.389259,0.398438,0.540887
1936,-0.667969,-2.984142,-1.839998,-1.389704,0.463867,0.540353
1937,-0.667969,-2.984867,-1.839998,-1.390139,0.362305,0.539831
1938,-0.667969,-2.985575,-1.839998,-1.390564,0.380859,0.539321
1939,-0.667969,-2.986266,-1.839998,-1.390979,0.376953,0.538824
1940,-0.667969,-2.986940,-1.839998,-1.391383,0.424805,0.538338
1941,-0.667969,-2.987598,-1.839998,-1.391778,0.451172,0.537865
1942,-0.667969,-2.988238,-1.839998,-1.392162,0.450195,0.537404
1943,-0.667969,-2.988862,-1.839998,-1.392536,0.415039,0.536955
1944,-0.859375,-2.989468,-1.819998,-1.278056,0.387695,0.650330
1945,-0.859375,-2.990057,-1.819998,-1.278409,0.425781,0.649906
1946,-0.859375,-2.990630,-1.819998,-1.278753,0.382812,0.649494
1947,-0.859375,-2.991186,-1.819998,-1.279086,0.379883,0.649094
1948,-0.859375,-2.991724,-1.819998,-1.279410,0.379883,0.648706
1949,-0.859375,-2.992246,-1.819998,-1.279723,0.499023,0.648330
1950,-0.859375,-2.992751,-1.819998,-1.280026,0.416016,0.647967
1951,-0.859375,-2.993239,-1.819998,-1.280318,0.549805,0.647615
1952,-0.859375,-2.993710,-1.819998,-1.280601,0.447266,0.647276
1953,-0.859375,-2.994163,-1.819998,-1.280873,0.482422,0.646950
1954,-0.859375,-2.994600,-1.819998,-1.281135,0.481445,0.646635
1955,-0.859375,-2.995020,-1.819998,-1.281387,0.435547,0.646333
1956,-0.859375,-2.995423,-1.819998,-1.281629,0.407227,0.646043
1957,-0.859375,-2.995809,-1.819998,-1.281860,0.443359,0.645765
1958,-0.859375,-2.996178,-1.819998,-1.282082,0.459961,0.645499
1959,-0.859375,-2.996530,-1.819998,-1.282293,0.533203,0.645246
1960,-0.859375,-2.996865,-1.819998,-1.282494,0.426758,0.645005
1961,-0.859375,-2.997183,-1.819998,-1.282685,0.507812,0.644776
1962,-0.859375,-2.997484,-1.819998,-1.282865,0.350586,0.644559
1963,-0.859375,-2.997768,-1.819998,-1.283036,0.416016,0.644355
1964,-0.859375,-2.998035,-1.819998,-1.283196,0.508789,0.644162
1965,-0.859375,-2.998285,-1.819998,-1.283346,0.513672,0.643982
1966,-0.859375,-2.998518,-1.819998,-1.283486,0.460938,0.643815
1967,-0.859375,-2.998734,-1.819998,-1.283615,0.460938,0.643659
1968,-0.859375,-2.998933,-1.819998,-1.283735,0.471680,0.643516
1969,-0.859375,-2.999115,-1.819998,-1.283844,0.455078,0.643385
1970,-1.039062,-2.999280,-1.789997,-1.176130,0.495117,0.736640
1971,-1.039062,-2.999428,-1.789997,-1.176219,0.458008,0.736533
1972,-1.039062,-2.999559,-1.789997,-1.176298,0.537109,0.736439
1973,-1.039062,-2.999673,-1.789997,-1.176366,0.464844,0.736357
1974,-1.039062,-2.999770,-1.789997,-1.176424,0.459961,0.736287
1975,-1.039062,-2.999850,-1.789997,-1.176472,0.508789,0.736230
1976,-1.039062,-2.999913,-1.789997,-1.176510,0.468750,0.736184
1977,-1.039062,-2.999959,-1.789997,-1.176538,0.466797,0.736151
1978,-1.039062,-2.999988,-1.789997,-1.176555,0.458984,0.736130
1979,-1.039062,-3.000000,-1.789997,-1.176562,0.531250,0.736122
1980,-1.039062,-2.999995,-1.789997,-1.176559,0.451172,0.736125
1981,-1.039062,-2.999972,-1.789997,-1.176546,0.549805,0.736141
1982,-1.039062,-2.999933,-1.789997,-1.176523,0.521484,0.736169
1983,-1.039062,-2.999877,-1.789997,-1.176489,0.530273,0.736210
1984,-1.039062,-2.999804,-1.789997,-1.176445,0.530273,0.736262
1985,-1.039062,-2.999714,-1.789997,-1.176391,0.462891,0.736327
1986,-1.039062,-2.999607,-1.789997,-1.176327,0.470703,0.736404
1987,-1.039062,-2.999483,-1.789997,-1.176252,0.605469,0.736494
1988,-1.039062,-2.999342,-1.789997,-1.176168,0.574219,0.736595
1989,-1.039062,-2.999184,-1.789997,-1.176073,0.490234,0.736709
1990,-1.039062,-2.999009,-1.789997,-1.175968,0.566406,0.736835
1991,-1.039062,-2.998817,-1.789997,-1.175853,0.661133,0.736974
1992,-1.039062,-2.998608,-1.789997,-1.175727,0.612305,0.737124
1993,-1.039062,-2.998382,-1.789997,-1.175591,0.529297,0.737287
1994,-1.039062,-2.998138,-1.789997,-1.175446,0.518555,0.737462
1995,-1.207031,-2.997878,-1.749998,-1.074508,0.532227,0.810588
1996,-1.207031,-2.997601,-1.749998,-1.074342,0.554688,0.810787
1997,-1.207031,-2.997307,-1.749998,-1.074166,0.594727,0.810999
1998,-1.207031,-2.996996,-1.749998,-1.073979,0.610352,0.811223
1999,-1.207031,-2.996668,-1.749998,-1.073782,0.546875,0.811459
2000,-1.207031,-2.996323,-1.749998,-1.073575,0.558594,0.811708
2001,-1.207031,-2.995961,-1.749998,-1.073358,0.589844,0.811968
2002,-1.207031,-2.995582,-1.749998,-1.073130,0.584961,0.812241
2003,-1.207031,-2.995186,-1.749998,-1.072893,0.600586,0.812526
2004,-1.207031,-2.994773,-1.749998,-1.072645,0.558594,0.812824
2005,-1.207031,-2.994343,-1.749998,-1.072387,0.543945,0.813133
2006,-1.207031,-2.993896,-1.749998,-1.072119,0.650391,0.813455
2007,-1.207031,-2.993432,-1.749998,-1.071841,0.532227,0.813789
2008,-1.207031,-2.992951,-1.749998,-1.071552,0.635742,0.814135
2009,-1.207031,-2.992454,-1.749998,-1.071253,0.610352,0.814494
2010,-1.207031,-2.991939,-1.749998,-1.070944,0.506836,0.814864
2011,-1.207031,-2.991407,-1.749998,-1.070625,0.566406,0.815247
2012,-1.207031,-2.990858,-1.749998,-1.070296,0.579102,0.815642
2013,-1.207031,-2.990293,-1.749998,-1.069957,0.607422,0.816050
2014,-1.207031,-2.989710,-1.749998,-1.069607,0.485352,0.816469
2015,-1.207031,-2.989110,-1.749998,-1.069248,0.584961,0.816901
2016,-1.207031,-2.988494,-1.749998,-1.068878,0.548828,0.817344
2017,-1.207031,-2.987860,-1.749998,-1.068497,0.527344,0.817801
2018,-1.207031,-2.987210,-1.749998,-1.068107,0.598633,0.818269
2019,-1.207031,-2.986543,-1.749998,-1.067707,0.593750,0.818749
2020,-1.207031,-2.985858,-1.749998,-1.067296,0.603516,0.819242
